Code,Parties,Jurisdiction,Type,Commodity,Status,Application date,Grant date,Expiry date,Number of licence renewals,Mining area,Application number,Comments,Map_Refe,guidSHectarep,guidLice,PartName
TN2157,MULAMBE ENTERPRISES (100%),Uganda,Location license,Limestone ,Application,04-Feb-15,,,,0.0600 square kilometer,TN2157,,"Western Region, Rukungiri",698af8ea-c27c-4116-a14c-7f193e37ec1b,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
EL 1849,MULIN MINES AND MINERALS LIMITED,Uganda,Exploration licence,"Base Metals, Gold",Active,14-May-18,19-Oct-18,18-Oct-21,0,225.2500 square kilometer,TN2815,,"Western Region, Kibaale",d82e5a0a-ee45-4b39-a7a8-6de76638c4c2,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL 1858,MULIN MINES AND MINERALS LIMITED,Uganda,Exploration licence,"Base Metals, Gold",Active,05-Apr-18,11-Jan-18,31-Oct-21,0,123.0000 square kilometer,TN2808,,"Western Region, Kabarole, Kasese",70a9c5de-be0c-4b78-aead-8c8a07e4810f,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1769,MULIN MINES AND MINERALS LIMITED,Uganda,Exploration licence,"Base Metals, Gold",Active,07-Apr-17,04-May-18,04-Apr-21,0,8.6592 square kilometer,TN2581,,"Eastern Region, Busia",6c836d95-ea18-4528-b5fa-580915d6c120,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1668,MULIN MINES AND MINERALS LIMITED,Uganda,Exploration licence,Limestone ,Active,07-Mar-17,29-Aug-17,28-Aug-20,0,105.5845 square kilometer,TN2580,,"Western Region, Kasese",7afe2b30-5392-4baf-9fb3-0fddc1854776,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1768,MULIN MINES AND MINERALS LIMITED,Uganda,Exploration licence,Limestone ,Active,08-Jan-17,04-May-18,04-Apr-21,0,6.5678 square kilometer,TN2610,,"Western Region, Kasese",4afc7458-91f1-4ed5-9d69-b86b3536ecde,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2642,MULINDWA ROBERT,Uganda,Location license,"Dimension Stone, Granite",Application,28-Sep-17,,,,0.1600 square kilometer,TN2642,,"Central Region, Wakiso",5daf32da-4094-460e-8be2-ea644dec44e8,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
EL1833,MUWANGUZI  JOHNSON KATO (100%),Uganda,Exploration licence,"Base Metals, Precious Metals, Rare Earth Elements, Uranium",Active,30-Mar-15,10-Aug-18,10-Jul-21,0,10.0403 square kilometer,TN2156,,"Central Region, Mityana",de67ae14-4ecb-4fcb-8ce4-ac56d8e70ab0,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN1945,MWENDO ENTERPRISES LTD (100%),Uganda,Exploration licence,"Base Metals, Berrylium, Gold, Tantalite, Tungsten",Application,04-Aug-14,,,,30.0000 square kilometer,TN1945,,"Central Region, Nakaseke, Wakiso",5aaebbe1-c3bd-4b86-b7bf-9639be8dfdb3,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN1555,MWENDO ENTERPRISES LTD (100%),Uganda,Exploration licence,"Cobalt, Copper, Gold",Application,22-Oct-12,,,,55.0000 square kilometer,TN1555,,"Central Region, Mubende",b1f107ef-edab-4b5c-a454-4285a328cc05,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1136,MWENDO ENTERPRISES LTD (100%),Uganda,Exploration licence,"Cobalt, Copper, Gold",Active,22-Sep-12,26-Apr-13,25-Apr-18,1,30.1845 square kilometer,TN1520,,"Central Region, Mityana, Mpigi, Wakiso",6e439d5c-4771-464c-9464-192edae069b6,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 2
TN2432,MWENYI JAMADA,Uganda,Location license,"Limestone , Marble",Application,31-Aug-16,,,,0.0800 square kilometer,TN2432,,"Northern Region, Moroto",630c7563-8112-4c24-ae13-17f2d2cbc608,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
TN2389,MYCROSS  HOLDINGS (U) LIMITED,Uganda,Exploration licence,"Base Metals, Gold",Application,13-Jun-16,,,,56.0000 square kilometer,TN2389,,"Northern Region, Nakapiripirit",6a272ac2-3841-4cb6-b3df-953df75f29c4,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2710,MYSTICAL ROSE VENTURES LIMITED,Uganda,Exploration licence,Diatomite,Application,22-Jan-18,,,,109.8500 square kilometer,TN2710,,"Northern Region, Nebbi",5eddc3eb-4634-410e-bd0a-1e92a1f573d8,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2890,NABALA MINING (U) SMC LIMITED,Uganda,Exploration licence,"Base Metals, Gold",Application,08-Oct-18,,,,1.6550 square kilometer,TN2890,,"Northern Region, Moroto",94682ded-a941-44c5-845b-ee2876e4cb57,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2891,NABALA MINING (U) SMC LIMITED,Uganda,Location license,Gold,Application,08-Oct-18,,,,0.0875 square kilometer,TN2891,,"Northern Region, Moroto",695f9718-4508-4ced-96da-3f0732465969,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
TN2892,NABALA MINING (U) SMC LIMITED,Uganda,Location license,Gold,Application,08-Oct-18,,,,0.1500 square kilometer,TN2892,,"Northern Region, Moroto",43afc5ad-3acb-48d2-9851-a1f4c66b1cc9,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
TN2901,NABALA MINING (U) SMC LIMITED,Uganda,Exploration licence,"Base Metals, Gold, Tin",Application,20-Aug-18,,,,21.0875 square kilometer,TN2901,,"Western Region, Ibanda, Kamwenge",a3a7006b-2c28-4ae3-8804-d353248fc8dd,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2881,NABALA MINING (U) SMC LIMITED,Uganda,Exploration licence,"Base Metals, Gold, Tin",Application,08-Mar-18,,,,160.8500 square kilometer,TN2881,,"Western Region, Mitooma, Rukungiri",34b4b0a2-930d-46c5-8409-e9cd4d68c8e9,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2882,NABALA MINING (U) SMC LIMITED,Uganda,Exploration licence,"Base Metals, Gold, Tin",Application,08-Mar-18,,,,39.0000 square kilometer,TN2882,,"Western Region, Mitooma",e7684a4c-310e-4322-a975-9ffe89ecc934,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2401,NAKOIT DEALERS LIMITED,Uganda,Exploration licence,"Base Metals, Gold, Marble",Application,07-Nov-16,,,,80.0000 square kilometer,TN2401,,"Northern Region, Kaabong, Kotido",273bc258-6d5f-45b0-a8cc-2fb65593019c,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2835,NAMA MINING LIMITED,Uganda,Exploration licence,"Lithium, Tin",Application,25-May-18,,,,39.8950 square kilometer,TN2835,,"Western Region, Ntungamo",05bb18b9-feae-4afb-ae55-30fee137ced2,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2832,NAMA MINING LIMITED,Uganda,Exploration licence,"Lithium, Tin",Application,23-May-18,,,,27.9795 square kilometer,TN2832,,"Western Region, Ntungamo",af25427e-5ab2-44ec-8505-2d9007cd1783,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2833,NAMA MINING LIMITED,Uganda,Exploration licence,"Lithium, Tin",Application,23-May-18,,,,88.6147 square kilometer,TN2833,,"Western Region, Ntungamo, Rukungiri",3b477041-2e13-49fc-bdcc-d5809885172f,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2834,NAMA MINING LIMITED,Uganda,Exploration licence,"Lithium, Tin",Application,23-May-18,,,,31.0000 square kilometer,TN2834,,"Western Region, Ntungamo",9dcc2577-1085-4a61-b758-1a310dd00e74,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL 1854,NAMA MINING LIMITED,Uganda,Exploration licence,"Base Metals, Gold",Active,20-Aug-18,11-Jan-18,31-Oct-21,0,176.7531 square kilometer,2898,,"Eastern Region, Busia, Namayingo",790455ff-af71-4230-9065-c6285ca3661f,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 2
EL 1823,NAMA MINING LIMITED,Uganda,Exploration licence,"Base Metals, Gold",Active,08-Aug-18,21-Sep-18,20-Sep-21,0,157.8247 square kilometer,TN2889,,"Eastern Region, Bugiri, Mayuge, Namayingo",cabc4e71-f8a5-4e32-9532-2dcc1f54ed92,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2995,NAMA MINING LIMITED,Uganda,Exploration licence,Limestone,Application,12-Jul-18,,,,3.4233 square kilometer,TN2995,,"Western Region, Kisoro",5107030b-2094-46eb-b6fb-b01691dc76bf,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2996,NAMA MINING LIMITED,Uganda,Exploration licence,"Base Metals, Coltan, Tin",Application,12-Jul-18,,,,84.0000 square kilometer,TN2996,,"Western Region, Isingiro",e121256a-d133-4fd9-9ced-1165d798912d,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2997,NAMA MINING LIMITED,Uganda,Exploration licence,"Base Metals, Gold, Limestone, Rare Earth Elements",Application,12-Jul-18,,,,40.0000 square kilometer,TN2997,,"Northern Region, Kaabong, Kotido, Moroto",a12601bb-b621-4b2a-b755-3d85c7ef9b8c,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2998,NAMA MINING LIMITED,Uganda,Exploration licence,"Base Metals, Gold",Application,12-Jul-18,,,,217.4000 square kilometer,TN2998,,"Central Region, Kyankwanzi; Western Region, Hoima, Kibaale",c5cc28fa-1432-406d-aa2c-719b5fb1abb5,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2999,NAMA MINING LIMITED,Uganda,Exploration licence,"Base Metals, Gold",Application,12-Jul-18,,,,51.8640 square kilometer,TN2999,,"Western Region, Mitooma, Rukungiri",abec6846-2d8b-48bf-9b8e-5410d413c4f3,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN3000,NAMA MINING LIMITED,Uganda,Exploration licence,"Columbite, Gold, Tantalite",Application,12-Jul-18,,,,30.2500 square kilometer,TN3000,,"Central Region, Mityana, Wakiso",357b647e-272d-4e44-9d32-6104621268e7,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL 1822,NAMA MINING LIMITED,Uganda,Exploration licence,"Copper, Nickel, Platinum Group Metals",Active,08-Jul-18,19-Sep-18,18-Sep-21,0,50.0347 square kilometer,TN2884,,"Western Region, Hoima",4278a998-ae79-4851-9c21-ccb64cebb9cb,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL 1824,NAMA MINING LIMITED,Uganda,Exploration licence,"Copper, Nickel, Platinum Group Metals",Active,08-Jul-18,19-Sep-18,18-Sep-21,0,50.0000 square kilometer,TN2885,,"Western Region, Kiryandongo",d8360851-5b1c-4e80-a765-0e91b3b6318c,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2886,NAMA MINING LIMITED,Uganda,Exploration licence,Rare Earth Elements,Application,08-Jul-18,,,,50.0683 square kilometer,TN2886,,"Eastern Region, Bugiri, Iganga, Mayuge",4de2ae82-87b3-4c30-8211-086897513533,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2887,NAMA MINING LIMITED,Uganda,Exploration licence,"PhospHectaretes, Rare Earth Elements",Application,08-Jul-18,,,,20.0065 square kilometer,TN2887,,"Eastern Region, Bududa",42776e66-734c-4a68-9237-058c9930e05e,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2965,NAMA MINING LIMITED,Uganda,Exploration licence,"Base Metals, Coltan, Tin",Application,11-Jun-18,,,,24.0000 square kilometer,TN2966,,"Western Region, Ntungamo",336e92c5-d0ba-4e73-8862-9911946c2272,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2968,NAMA MINING LIMITED,Uganda,Exploration licence,Pozzolana,Application,11-Jun-18,,,,13.6425 square kilometer,TN2968,,"Northern Region, Moroto",41fc629f-2ebf-4e34-9bd0-03abe7c58cd8,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1534,NAMEKARA MINING COMPANY LTD (100%),Uganda,Exploration licence,"Base Metals, Rare Earth Elements, Uranium, Vermiculite",Active,30-Oct-15,24-Nov-15,23-Nov-18,0,30.8319 square kilometer,TN2269,,"Eastern Region, Manafwa",8010116a-64b2-4f0a-8a29-4c8fc2c5d9ed,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
ML4651,NAMEKARA MINING COMPANY LTD (100%),Uganda,Mining lease,Vermiculite,Active,,15-May-03,14-May-24,0,17.2498 square kilometer,,,"Eastern Region, Manafwa",9c97c02c-7ebd-451f-988b-ae97bde9a807,ab102793-3b63-4ed5-89d8-01f5c7115285,Part 1
EL1572,NATION WIDE CONSTRUCTION SERVICES LIMITED (100%),Uganda,Exploration licence,"Base Metals, Gold",Active,28-May-12,05-Sep-16,05-Aug-19,0,140.0700 square kilometer,TN1388,,"Eastern Region, Bugiri, Namayingo",e562bc3e-2c46-4e01-af72-a72f4bc41f35,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
ML1607,NATIONAL CEMENT CO. UGANDA LIMITED,Uganda,Mining lease,Pozzolana,Active,24-May-16,28-Oct-16,27-Oct-37,0,12.0418 Hectare,TN2375,,"Eastern Region, Kapchorwa",8e72ca02-5f59-4074-9628-80f15fd06557,ab102793-3b63-4ed5-89d8-01f5c7115285,Part 1
EL1671,NATIONAL CEMENT CO. UGANDA LIMITED,Uganda,Exploration licence,Limestone ,Active,23-Jun-17,09-Jul-17,09-Jun-20,0,28.0885 square kilometer,TN2574,,"Northern Region, Moroto",3e10e9e9-1ace-474b-81d6-f7be5ed0a891,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 2
EL1672,NATIONAL CEMENT CO. UGANDA LIMITED,Uganda,Exploration licence,Limestone ,Active,23-Jun-17,09-Jul-17,09-Jun-20,0,62.5011 square kilometer,TN2573,,"Northern Region, Moroto",90ca18da-9174-426d-b863-2e1a04112078,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1794,NATIONAL CEMENT CO. UGANDA LIMITED,Uganda,Exploration licence,"Base Metals, Iron Ore",Active,14-May-18,14-Aug-18,13-Aug-21,0,67.1438 square kilometer,TN2817,,"Western Region, Kabale, Kanungu",0eec76cf-802f-4b3b-ae78-c8d774b621c3,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2288,NATIONAL CEMENT CO. UGANDA LIMITED (100%),Uganda,Exploration licence,Limestone ,Application,12-Nov-15,,,,54.0000 square kilometer,TN2288,,"Northern Region, Moroto",9187302a-7f57-4478-87b2-287dfea7a82a,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1547,NATIONAL CEMENT CO. UGANDA LIMITED (100%),Uganda,Exploration licence,Limestone ,Active,12-Apr-15,30-Jun-16,29-Jun-19,0,24.0000 square kilometer,TN2287,"Date reviewed: 22/11/2016
User reviewed: Morris 
Status: up to date
Comments: granted","Northern Region, Moroto",385a28f4-d00e-4a96-9049-4c3bbe805aa0,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1605,NATIONWIDE CONSTRUCTION SERVICE LTD (100%),Uganda,Exploration licence,"Base Metals, Industrial Minerals, Precious Metals",Active,24-Mar-16,25-Oct-16,24-Oct-19,0,67.5000 square kilometer,TN2350,,"Eastern Region, Bugiri",bfe040b5-374c-4657-bf83-c4f3f78d4244,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1628,NATIONWIDE CONSTRUCTION SERVICE LTD (100%),Uganda,Exploration licence,"Base Metals, Industrial Minerals, Precious Metals",Active,24-Mar-16,03-Feb-17,03-Jan-20,0,99.0400 square kilometer,TN2349,,"Eastern Region, Bugiri, Busia, Namayingo",2c24a71d-67f9-4b97-ad9c-1e0e61824584,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2445,NATUKUNDA EDISON,Uganda,Exploration licence,"Base Metals, Gold, Tin, Wolfram",Application,19-Sep-16,,,,6.0000 square kilometer,TN2445,,"Western Region, Kisoro",e100ce1d-0892-4406-a46a-227faa004c54,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1692,NDIGA FOUNDATION UGANDA LIMITED,Uganda,Exploration licence,"Base Metals, Marble",Active,27-Jul-16,26-Oct-17,25-Oct-20,0,126.0000 square kilometer,TN2413,,"Northern Region, Kotido, Napak",06f9c083-062c-464f-9090-5b3b83f4db97,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
LL1630,NDIWA PROPERTY CONSULTANTS LIMITED,Uganda,Location license,Marble,Active,13-Jul-16,21-Feb-17,20-Feb-19,0,0.1600 square kilometer,TN2406,,"Northern Region, Moroto",1aa9df12-4070-474c-bdce-cd55ee5be48f,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
LL1631,NDIWA PROPERTY CONSULTANTS LIMITED,Uganda,Location license,Marble,Active,13-Jul-16,21-Feb-17,20-Feb-19,0,0.1600 square kilometer,TN2407,,"Northern Region, Moroto",6d8e2011-c9c5-4b1c-9260-58356349774f,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
LL1632,NDIWA PROPERTY CONSULTANTS LIMITED,Uganda,Location license,Marble,Active,13-Jul-16,21-Feb-17,20-Feb-19,0,0.1600 square kilometer,TN2408,,"Northern Region, Moroto",06ea72f3-c969-4d57-9c07-008eb40c5d35,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
LL1793,NGURUSI & SONS (U) LIMITED,Uganda,Location license,Gold,Active,20-Feb-18,14-Aug-18,13-Aug-20,0,0.1599 square kilometer,TN2730,,"Western Region, Mitooma",85397760-76fa-4480-be49-5c003add2bd0,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
TN2826,NTAMAS GENERAL ENTERPRISES LIMITED,Uganda,Location license,"Base Metals, Gold",Application,18-May-18,,,,0.1600 square kilometer,TN2826,,"Central Region, Mubende",b387fc3c-3228-4e4b-bd64-9776241d0669,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
LL1748,NYABUSHENYI TWIMUKYE ASSOCIATION LIMITED,Uganda,Location license,Tin,Active,26-Feb-18,23-Apr-18,22-Apr-20,0,0.1600 square kilometer,TN2735,,"Western Region, Isingiro",f8507c27-5507-4d39-b4d8-1a6e073b7f20,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
EL0887,NYABUSHENYI TWIMUKYE ASSOCIATION LIMITED (100%),Uganda,Exploration licence,"Base Metals, Coltan, Gold, Platinum Group Metals, Tin",Active,09-Dec-11,21-Nov-11,20-Nov-14,0,36.0000 square kilometer,TN1152,,"Western Region, Isingiro",359088f9-40c2-4e12-968b-8d56c30ad09a,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 2
EL1108,NYAMAGANA TRADERS COMPANY LIMITED (100%),Uganda,Exploration licence,Base Metals,Active,06-Jun-12,20-Mar-13,19-Mar-16,0,9.0000 square kilometer,TN1492,,"Western Region, Kanungu, Kisoro",d719224d-1cab-411d-8bff-fdd280ad574c,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1649,OLI GOLD MURULI LIMITED,Uganda,Exploration licence,"Base Metals, Gold, Iron Ore",Active,30-Sep-16,28-Apr-17,27-Apr-20,0,2.0000 square kilometer,TN2428,,"Western Region, Kisoro",4d5e6f25-2f5c-4a0f-a551-8be1be0adfb2,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1621,OLI GOLD MURULI LIMITED,Uganda,Exploration licence,"Base Metals, Granite, Iron Ore",Active,24-Aug-16,22-Dec-16,21-Dec-19,0,3.3129 square kilometer,TN2424,,"Western Region, Kisoro",01da25e9-8636-4f3d-bd07-ba1caa3f5863,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1622,OLI GOLD MURULI LIMITED,Uganda,Exploration licence,"Base Metals, Gold, Iron Ore",Active,24-Aug-16,22-Dec-16,21-Dec-19,0,3.8255 square kilometer,TN2423,,"Western Region, Kisoro",42a41363-c475-4425-873d-cfed9c3dbacd,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1650,OLI GOLD MURULI LIMITED,Uganda,Exploration licence,"Base Metals, Diamonds, Gold",Active,23-Sep-16,28-Apr-17,27-Apr-20,0,67.7875 square kilometer,TN2448,,"Western Region, Buhweju, Ibanda",87b6c22d-5e66-4202-b3fa-85290c82ddb4,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN1286,OLI GOLD MURULI LIMITED (100%),Uganda,Exploration licence,"Base Metals, Gold, Iron Ore",Application,28-Mar-12,,,,33.0000 square kilometer,TN1286,,"Western Region, Kiruhura",e7107086-4098-4af1-812c-c19a23abc972,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2325,OLI GOLD MURULI LIMITED (100%),Uganda,Exploration licence,"Base Metals, Gold",Application,15-Feb-16,,,,315.6725 square kilometer,TN2325,"Application was accidentally rejected, however it Hectares been rectified.","Eastern Region, Bugiri, Butaleja, Tororo",41f912bc-350a-4e99-9e4d-ae100b9bb8d7,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2326,OLI GOLD MURULI LIMITED (100%),Uganda,Exploration licence,"Base Metals, Gold",Application,15-Feb-16,,,,290.8050 square kilometer,TN2326,,"Eastern Region, Bugiri, Iganga, Namutumba",776112af-af9f-4cad-bb2c-414291834128,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2327,OLI GOLD MURULI LIMITED (100%),Uganda,Exploration licence,"Base Metals, Gold",Application,15-Feb-16,,,,386.9250 square kilometer,TN2327,,"Eastern Region, Butaleja, Tororo",ed3639fd-97b9-4219-92a8-0fb84436c0c3,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1603,OLI GOLD MURULI LIMITED (100%),Uganda,Exploration licence,"Base Metals, Gold",Active,20-Aug-15,24-Oct-16,23-Oct-19,0,24.7570 square kilometer,TN2242,,"Western Region, Kabale",f45d7992-3d82-47b0-8c44-0a15f1622393,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1640,OLI GOLD MURULI LIMITED (100%),Uganda,Exploration licence,"Base Metals, Gold",Active,20-Aug-15,28-Mar-17,27-Mar-20,0,24.1212 square kilometer,TN2243,,"Western Region, Kabale",a5b4b99c-f216-4a46-8cba-003a49db5726,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2241,OLI GOLD MURULI LIMITED (100%),Uganda,Exploration licence,"Base Metals, Gold",Application,20-Aug-15,,,,18.9775 square kilometer,TN2241,,"Western Region, Kabale, Rukungiri",d776caf2-787a-48fc-81bb-4d56fb251b28,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN1331,OLI GOLD MURULI LIMITED (100%),Uganda,Exploration licence,"Base Metals, Columbite, Limestone ",Application,16-Apr-12,,,,18.5470 square kilometer,TN1331,,"Western Region, Kasese",ee30484f-2efd-44b3-b3e5-2db2a6f533c5,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1709,OLSEN EAST AFRICAN INTERNATIONAL INVESTMENT COMPANY LTD,Uganda,Exploration licence,"Base Metals, Gold",Active,22-Sep-17,01-May-18,01-Apr-21,0,102.0000 square kilometer,TN2638,,"Northern Region, Kaabong",fec17800-b58b-48e2-8e5d-5769a4fb6998,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1827,OLYMPIC MINERALS LIMITED,Uganda,Exploration licence,"Base Metals, Gold",Active,26-Mar-18,21-Sep-18,20-Sep-21,0,334.5900 square kilometer,TN2757,,"Central Region, Kiboga, Kyankwanzi, Mubende",b409ebc5-a34a-47bd-b957-100c5c1beda7,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 2
EL1736,OLYMPIC MINERALS LIMITED,Uganda,Exploration licence,"Base Metals, Gold, Limestone , Platinum Group Metals",Active,02-Aug-18,04-Oct-18,04-Sep-21,0,89.9000 square kilometer,TN2718,,"Western Region, Kasese",1ed43a3a-55e1-4cf9-ba0c-67d86da17b74,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1735,OLYMPIC MINERALS LIMITED,Uganda,Exploration licence,"Base Metals, Gold, Limestone , Platinum Group Metals",Active,02-May-18,04-Oct-18,04-Sep-21,0,85.7250 square kilometer,TN2716,,"Western Region, Kabarole, Kasese",f188ab44-832e-4c85-9391-3d9203d32496,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1737,OLYMPIC MINERALS LIMITED,Uganda,Exploration licence,"Base Metals, Gold",Active,02-May-18,04-Oct-18,04-Sep-21,0,339.5035 square kilometer,TN2719,,"Western Region, Ibanda, Kamwenge",afb20a63-01f3-4cc1-8849-25238fc5106f,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2454,OMANIMAN JOINT VENTURES LIMITED,Uganda,Exploration licence,"Base Metals, Gold",Application,10-Mar-16,,,,158.0000 square kilometer,TN2454,,"Northern Region, Moroto, Nakapiripirit, Napak",ea43c365-a69f-479b-9d1a-882e1af0dc5b,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2530,OMAP UGANDA LIMITED,Uganda,Location license,Silica/Glass Sand,Application,20-Apr-17,,,,0.0160 square kilometer,TN2530,,"Eastern Region, Busia",706bea9f-5897-488b-a78f-2159c35c9a92,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
EL1556,ONLY YOU INTERNATIONAL LIMITED (100%),Uganda,Exploration licence,Silica/Glass Sand,Active,10-Feb-14,02-Sep-16,02-Aug-19,0,7.7397 square kilometer,TN2048,,"Eastern Region, Jinja",61c6e832-9458-45a6-8a12-5b984a5c5d56,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1619,OPTIMA MINES & MINERALS LTD,Uganda,Exploration licence,"Base Metals, Gold",Active,13-Jul-16,12-Aug-16,12-Jul-19,0,144.7500 square kilometer,TN2404,,"Central Region, Kyankwanzi, Mubende",1e25268b-71c2-49eb-96a2-5e8efb77e4c3,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1482,OPTIMA MINES & MINERALS LTD (100%),Uganda,Exploration licence,Pozzolana,Active,14-May-15,06-Aug-15,06-Jul-18,0,29.1135 square kilometer,TN-2187,,"Eastern Region, Tororo",3925ce6b-04f8-4d4e-b448-3af5907985de,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1535,ORANTO PETROLEUM INTERNATIONAL LIMITED (100%),Uganda,Exploration licence,"Gold, Iron Ore",Active,29-Sep-15,12-Jan-15,30-Nov-18,0,12.0657 square kilometer,TN2258,,"Western Region, Kabale, Kanungu",7cbf82b8-e6a4-462c-80a6-0fe1a149f704,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1536,ORANTO PETROLEUM INTERNATIONAL LIMITED (100%),Uganda,Exploration licence,Iron Ore,Active,28-Sep-15,12-Jan-15,30-Nov-18,0,4.8319 square kilometer,TN2259,,"Western Region, Kabale",e0f9e32d-7373-478b-9fdf-d70608b8862f,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN1881,PAUL BONABANTU (100%),Uganda,Exploration licence,"Base Metals, Gold",Application,29-Nov-13,,,,0.1462 square kilometer,TN1881,,"Western Region, Kisoro",3820325a-3cfb-4afa-b511-81e80ab70305,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN1853,PAUL BONABANTU (100%),Uganda,Exploration licence,"Base Metals, Gold",Application,16-Oct-13,,,,52.0427 square kilometer,TN1853,,"Western Region, Kabale",9c765976-9a04-4a9e-b26c-f93226d10eb6,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
